Structure Id,DFRP Structure Number,TC Identifier,Structure Name,Structure Name (fr),DFRP Reportable,Structure Status,Structure Status,Structure Status (fr),Structure Type,Structure Type,Structure Type (fr),Surplus,Parent Asset No.,Structure Condition,Structure Condition,Structure Condition (fr),Construction Year,Date Placed In Service,Date Decommissioned,Custodian,Custodian Name,Custodian Name,Interest Type Code,Interest Type,Interest Type (fr),Security Code,Security Code,Security Code (fr),Outdoor Parking Spaces,Transferee Custodian,Transferee Custodian Name,Transferee Custodian Name (fr),Archive Type Code,Archive Type Code,Archive Type Code (fr),Structure Use,Structure Use (fr),Partial Space Used,Heritage Designation,Heritage Designation,Heritage Designation (fr),Decision Date,Has ODS Equipment,Wastewater Issue,Waste Program,Hazardous Waste Program,Drinking Water Issue,Green Building Standard,Asbestos Status (EN),Asbestos Status (FR),Asbestos Remark,Asbestos Management Plan (EN),Asbestos Management Plan (FR),Address,Adresse (fr),City,Postal Code,Province Id,Province Name,Province Name (fr),Description,Description (fr),Floor Area (m²),Number of Floors,Indoor Parking Spaces,Area Includes Interior Parking,Outdoor Parking Spaces,has_geometry_ind
3668,,,Hangar 2,Hangar 2,0,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,,,,0,,,,,,,Air transport depot/station/ terminal,Dépôt/aérogare pour transport aérien,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,"Water Front, and Water Lot 1","lot de grève, et lot d'eau 1",Seal Cove,,59,British Columbia,Colombie-Britannique,,,0,1,0,0,,0
3669,,,Hangar 3,Hangar 3,0,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,,,,0,,,,,,,Air transport depot/station/ terminal,Dépôt/aérogare pour transport aérien,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,"Water Front, and Water Lot 1","lot de grève, et lot d'eau 1",Seal Cove,,59,British Columbia,Colombie-Britannique,,,0,1,0,0,,0
3670,,,Hangar 4,Hangar 4,0,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,,,,0,,,,,,,Air transport depot/station/ terminal,Dépôt/aérogare pour transport aérien,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,"Water Front, and Water Lot 1","lot de grève, et lot d'eau 1",Seal Cove,,59,British Columbia,Colombie-Britannique,,,0,1,0,0,,0
3671,,,Terminal Building,Aérogare,0,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,,,,0,,,,,,,Air transport depot/station/ terminal,Dépôt/aérogare pour transport aérien,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,"Water Front, and Water Lot 1","lot de grève, et lot d'eau 1",Seal Cove,,59,British Columbia,Colombie-Britannique,,,0,1,0,0,,0
3672,,,Bamfield West Wharf and Approach,Quai Bamfield Ouest et l'approche,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130560377,1,Good,Bon/moyen,1950,1950-01-01 0:00,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,,,,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Bamfield West,Bamfield Ouest,,,59,British Columbia,Colombie-Britannique,,,,,,,,1
3674,,,New Brighton Wharf Site and Approach,Quai à New Brighton et l'approche,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130018201,1,Good,Bon/moyen,1971,1971-01-01 0:00,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,,,,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Gambier Island,Gambier Island,,,59,British Columbia,Colombie-Britannique,"Asset Numbers: 130018201 (wharf), possibly 130018202 (Floats)",,,,,,,1
3675,113410,,Sewage Treatment Plant,Traitement des eaux usées,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,2010,2010-01-01 0:00,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Sewage treatment facility,Traitement des eaux usées,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,No,Non,,Not Applicable,(fr) Not Applicable,Sandspit Airport,Aéroport de Sandspit,Sandspit,,59,British Columbia,Colombie-Britannique,,,52.8,1,0,0,,1
3676,113411,210,Sprung Building,Édifice Sprung,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130120121,1,Good,Bon/moyen,1985,1985-01-01 0:00,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Controlled storage,Entreposage contrôlé,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,No,Non,,Not Applicable,(fr) Not Applicable,Sandspit Airport,Aéroport de Sandspit,Sandspit,,59,British Columbia,Colombie-Britannique,,,306.25,1,0,0,,1
3677,,204,Electrical Services Station,Edifice Station électrique,0,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1985,1985-01-01 0:00,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,,,,0,,,,,,,Electrical generation facility,Production d’électricité,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Sandspit Airport,Aéroport de Sandspit,Sandspit,,59,British Columbia,Colombie-Britannique,,,9,1,0,0,,1
3678,,205,Electrical Services Station,Edifice Station électrique,0,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1985,1985-01-01 0:00,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,,,,0,,,,,,,Electrical generation facility,Production d’électricité,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Sandspit Airport,Aéroport de Sandspit,Sandspit,,59,British Columbia,Colombie-Britannique,,,9,1,0,0,,1
3707,,,Klemtu Wharf and approach,quai de Klemtu et l'approche,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130018327,1,Good,Bon/moyen,1974,1974-01-01 0:00,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,,,,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Klemtu,Klemtu,,,59,British Columbia,Colombie-Britannique,"Public Port Facility; timber & steel fender system,
concrete deck panels, timber guards and handrails",,,,,,,1
3708,,,Centre de Support Electrique Storage,Entrepôt Centre de Support Electrique,0,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1995,1995-01-01 0:00,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,,,,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,No,Non,,Not Applicable,(fr) Not Applicable,448 Cygnet Drive,448 Cygnet Drive,,,12,Nova Scotia,Nouvelle-Écosse,,,10,1,0,0,,0
3709,,,"Kyuquot, Walters Cove Wharf and approach","quai de Kyuquot, Walters Cove et l'approche",0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130018191,1,Good,Bon/moyen,1951,1951-01-01 0:00,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,"Kyuquot, Walters Cove","Kyuquot, Walters Cove",,,59,British Columbia,Colombie-Britannique,,,,,,,,1
3713,,,Rivers Inlet Wharf and approach,quai de Rivers Inlet et l'approche,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130018223,1,Good,Bon/moyen,1972,1972-01-01 0:00,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,,,,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,"Block B, District Lots 1688 and 1807","Block B, District Lots 1688 and 1807",,,59,British Columbia,Colombie-Britannique,,,,,,,,1
3716,150873,,Blackadder House,Maison Blackadder,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1895,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Housing – single,Logement - simple,0,NONE,No Heritage Value,Aucune valeur patrimoniale,2015-01-23 0:00,0,0,0,0,0,0,,,,,,1734 Second Street West,1734 Second Street Ouest,Cornwall,,35,Ontario,Ontario,,,67.873,2,0,0,,1
3747,,,Marina de Préville Wharf-Wall,Mur-Quai Marina de Préville,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,,0,Unknown,Inconnu,,,,172,Transport Canada (Other),Transports Canada (Autres),10,Crown Owned,Bien immobilier de l'État,,,,0,,,,,,,,,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,Marina de Préville,Marina de Préville,,,24,Quebec,Québec,,,,,,,,1
3748,113412,,Electrical Support Center,Centre de Support Electrique,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130019818,1,Good,Bon/moyen,1992,1992-01-01 0:00,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Electrical generation facility,Production d’électricité,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,No,Non,,Not Applicable,(fr) Not Applicable,Chevery Airport,Aéroport de Chevery,Chevery,,24,Quebec,Québec,,,24.34,1,0,0,,1
3768,,,blank,blank,0,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,0,Unknown,Inconnu,,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,,,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,blank,blank,,,48,Alberta,Alberta,blank,blank,0,1,0,0,,0
3791,,614489-B0007,Shed,Remise,0,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,0,Unknown,Inconnu,,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,,,,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NONE,No Heritage Value,Aucune valeur patrimoniale,,0,0,0,0,0,0,,,,,,"4675 Sideline 32, Concession 8","4675 Sideline 32, Concession 8",Pickering,,35,Ontario,Ontario,"Ex-Carruthers, Bentley-Carruthers Shed","Acienne Remise Carruthers, Bentley-Carruthers",1,1,0,0,,0
3792,,614634-B003,Shed,Remise,0,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,0,Unknown,Inconnu,,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,,,,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NONE,No Heritage Value,Aucune valeur patrimoniale,,0,0,0,0,0,0,,,,,,385 Uxbridge Pickering Townline,385 Chemin de canton de Uxbridge Pickering,Pickering,,35,Ontario,Ontario,Monkhouse-Reesor,Monkhouse-Reesor,1,1,0,0,,0
3832,,T-34,Fire Training Building (Former Engineering Soil Lab),Bâtiment d'entraînement à la lutte contre les incendies (anciennement Laboratoire de génie des sols),0,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,0,Unknown,Inconnu,1963,1988-01-01 0:00,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Emergency services,Service d’urgence,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,Work in progress,Travail en cours,,,,"Part of Township 49 and 50, Range 25, West of 4th Meridian","Partie de canton 49 et 50, Range 25, L'ouest du 4e méridien",,,48,Alberta,Alberta,,,61,1,0,0,,1
3834,,W-128,Hazardous Materials Storage Building,Entrepôt pour matières dangereuses  ,0,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,0,Unknown,Inconnu,,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,Work in progress,Travail en cours,,,,"Part of Township 49 and 50, Range 25, West of 4th Meridian","Partie de canton 49 et 50, Range 25, L'ouest du 4e méridien",,,48,Alberta,Alberta,,,22.8,1,0,0,,1
3835,,W-129,Hazardous Materials Storage Building,Entrepôt pour matières dangereuses  ,0,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,0,Unknown,Inconnu,,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,Work in progress,Travail en cours,,,,"Part of Township 49 and 50, Range 25, West of 4th Meridian","Partie de canton 49 et 50, Range 25, L'ouest du 4e méridien",Edmonton,,48,Alberta,Alberta,,,22.8,1,0,0,,1
3836,,W-130,Hazardous Materials Storage Building,Entrepôt pour matières dangereuses  ,0,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,0,Unknown,Inconnu,,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,Work in progress,Travail en cours,,,,"Part of Township 49 and 50, Range 25, West of 4th Meridian","Partie de canton 49 et 50, Range 25, L'ouest du 4e méridien",Edmonton,,48,Alberta,Alberta,,,22.8,1,0,0,,1
3837,,W-104,North Abutment,Culée nord,0,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,0,Unknown,Inconnu,1959,1959-12-31 0:00,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,,,,0,,,,,,,"Maintenance, repair, or servicing","Entretien, réparations ou service",0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,,,,,,"Part of Township 49 and 50, Range 25, West of 4th Meridian","Partie de canton 49 et 50, Range 25, L'ouest du 4e méridien",Edmonton,,48,Alberta,Alberta,,,253,1,0,0,,1
3838,,W-115,Baggage Inspection Facility,Installation d’inspection des bagages,0,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,0,Unknown,Inconnu,,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Inspection station,Poste d'inspection,0,NOT APPLICABLE,Not Applicable,Non applicable,2009-04-15 0:00,0,0,0,0,0,0,Work in progress,Travail en cours,,,,"Part of Township 49 and 50, Range 25, West of 4th Meridian","Partie de canton 49 et 50, Range 25, L'ouest du 4e méridien",Edmonton,,48,Alberta,Alberta,,,386,1,0,0,,1
3872,,GL-16,Storage Shed,Remise,0,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,0,Unknown,Inconnu,,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,Glendale Complex,Glendale Complex,St. Catharines,,35,Ontario,Ontario,...,...,183.1119,1,0,0,,0
3931,,,La Tabatière - Wharf,La Tabatière - Quai,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130017904,1,Good,Bon/moyen,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,La Tabatière,La Tabatière,,,24,Quebec,Québec,,,,,,,,1
3932,,,Commercial Wharf,Quai Commercial,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130017847,0,Unknown,Inconnu,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,,,,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,,,Cap-aux-Meules Harbour,Havre de Cap-aux-Meules,,,24,Quebec,Québec,,,,,,,,0
3953,,,Pointe-au-Père Wharf,Quai Pointe-au-Père,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130018076,0,Unknown,Inconnu,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,,,,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Pointe-au-Père,Pointe-au-Père,,,24,Quebec,Québec,,,,,,,,1
3973,,,Charlottetown Wharf,Quai à Charlottetown,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130017518,0,Unknown,Inconnu,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,,,,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,"Charlottetown, Newfoundland","Charlottetown, Nouvelle-Écosse",Charlottetown,,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,,,,,,,,1
3975,,,Battery Point Breakwater,Digue Battery Point,0,ACTIVE,Active,Actif,BRKWTR,Breakwater,Brise-lames,0,130017545,0,Unknown,Inconnu,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,"Battery Point, Lunenburg","Battery Point, Lunenburg",,,12,Nova Scotia,Nouvelle-Écosse,,,,,,,,1
3977,,,Mortier Bay Wharf,Quai Mortier Bay,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130017505,0,Unknown,Inconnu,,,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,,,,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,"Mortier Bay, Marystown","Mortier Bay, Marystown",,,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,,,,,,,,1
4013,,,Chandler Wharf,Quai Chandler,0,ACTIVE,Active,Actif,WARF,Wharf,Quai,0,130017857,1,Good,Bon/moyen,,1999-01-01 0:00,,174,Transport Canada (Port Programs),Transports Canada (Programmes portuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Marine transport depot/station/ terminal,Dépôt/gare pour le transport maritime,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,446 René-Lévesque West,446 René-Lévesque Ouest,,,24,Quebec,Québec,,,,,,,,1
4033,150862,,House,Maison,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1956,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Housing – single,Logement - simple,0,NONE,No Heritage Value,Aucune valeur patrimoniale,2015-01-23 0:00,0,0,0,0,0,0,,,,,,1436 2nd Street West,1436 2e rue Ouest,Cornwall,K6J 1J3,35,Ontario,Ontario,,,92.903,2,0,0,,1
4034,150863,,House,Maison,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1956,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Housing – single,Logement - simple,0,NONE,No Heritage Value,Aucune valeur patrimoniale,2015-01-23 0:00,0,0,0,0,0,0,,,,,,1438 2nd Street,1438 2e rue,Cornwall,K6J 1J3,35,Ontario,Ontario,,,83.6127,1,0,0,,1
4035,150864,,House,Maison,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1956,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Housing – single,Logement - simple,0,NONE,No Heritage Value,Aucune valeur patrimoniale,2015-01-23 0:00,0,0,0,0,0,0,,,,,,1440 2nd Street,1440 2e rue,Cornwall,K6J 1J3,35,Ontario,Ontario,,,83.6127,1,0,0,,1
4036,150865,,House,Maison,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1956,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Housing – single,Logement - simple,0,NONE,No Heritage Value,Aucune valeur patrimoniale,2015-01-23 0:00,0,0,0,0,0,0,,,,,,1510 2nd Street,1510 2e rue,Cornwall,K6J 1J3,35,Ontario,Ontario,,,92.903,1,0,0,,1
4037,150866,,House,Maison,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1945,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Housing – single,Logement - simple,0,NONE,No Heritage Value,Aucune valeur patrimoniale,2015-01-23 0:00,0,0,0,0,0,0,,,,,,1612 2nd Street,1612 2e rue ,Cornwall,K6J 5E3,35,Ontario,Ontario,,,195.0964,2,0,0,,1
4038,150867,,RCAFA Building,Bâtiment RCAFA,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1870,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,46,,,,,,,Hall/mess,Hall/mess,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,No,Non,240 Water Street West,240 rue Water Ouest,Cornwall,K6H 5N1,35,Ontario,Ontario,"Commercial Property - Private Club, Meeting Hall, and Restaurant Facility",,489.1345,3,0,0,,1
4039,150868,,House,Maison,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1930,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Housing – single,Logement - simple,0,NONE,No Heritage Value,Aucune valeur patrimoniale,,0,0,0,0,0,0,,,,,,1-27e avenue ,1-27e avenue,Beauharnois,J0S 1J0,24,Quebec,Québec,,,127.6488,1,0,0,,1
4040,150869,,House,Maison,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,3,Poor,Piètre qualité,1957,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Housing – single,Logement - simple,0,NONE,No Heritage Value,Aucune valeur patrimoniale,,0,0,0,0,0,0,,,,,,4-28e ave,4-28e ave,Beauharnois,,24,Quebec,Québec,,,102.716,1,0,0,,1
4041,150870,,House,Maison,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1957,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Housing – single,Logement - simple,0,NONE,No Heritage Value,Aucune valeur patrimoniale,,0,0,0,0,0,0,,,,,,20-28e ave,20-28e ave,Beauharnois,,24,Quebec,Québec,,,100.282,1,0,0,,1
4042,150871,,House,Maison,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1957,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Housing – single,Logement - simple,0,NONE,No Heritage Value,Aucune valeur patrimoniale,,0,0,0,0,0,0,Work in progress,Travail en cours,,No,Non,31-28e ave,31-28e ave,Beauharnois,,24,Quebec,Québec,,,173.872,2,0,0,,1
4043,150872,,Dépanneur Leboeuf,Dépanneur Leboeuf,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1955,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Retail sales and service,Vente au détail et services,0,NONE,No Heritage Value,Aucune valeur patrimoniale,,0,0,0,0,0,0,Work in progress,Travail en cours,,No,Non,145-147 Principale,147-147 Principale,Beauharnois,,24,Quebec,Québec,,,253.114,2,0,0,,1
